adl_id,city,state,date,Type,Nature,Perpetrator,Target,Location,cityID
9775,Easton,MA,2019-05-01,Harassment,Nazi,Student,Student,Not Specified,ma-easton
9775,Easton,MA,2019-05-01,Performance,Nazi,Student,Student,Not Specified,ma-easton
10267,Easton,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-easton
6633,Andover,MA,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-andover
10032,Beverly,MA,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-beverly
6898,Boxford,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boxford
6897,Boxford,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boxford
6895,Boxford,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boxford
6894,Boxford,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boxford
968,Georgetown,MA,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-georgetown
10084,Georgetown,MA,2019-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-georgetown
1498,Marblehead,MA,2016-01-01,Cyberbullying,Nazi,Not Specified,Not Specified,Social Media,ma-marblehead
1498,Marblehead,MA,2016-01-01,Cyberbullying,Money,Not Specified,Not Specified,Social Media,ma-marblehead
1497,Marblehead,MA,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-marblehead
1499,Marblehead,MA,2016-06-01,Harassment,General Antisemitism,Parent,Student,School Event,ma-marblehead
3521,Marblehead,MA,2017-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-marblehead
6568,Newburyport,MA,2018-10-01,Harassment,General Antisemitism,Student,Not Specified,In School,ma-newburyport
9779,Newburyport,MA,2019-05-01,Harassment,Nazi,Student,Student,In School,ma-newburyport
9779,Newburyport,MA,2019-05-01,Performance,Nazi,Student,Student,In School,ma-newburyport
9635,Swampscott,MA,2019-03-01,Harassment,Nazi,Student,Student,In School,ma-swampscott
618,Colrain,MA,2016-11-01,Harassment,General Antisemitism,Student,Student,In School,ma-colrain
5674,Deerfield,MA,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-deerfield
7027,Agawam,MA,2018-12-01,Harassment,General Antisemitism,Student,Student,In School,ma-agawam
7014,East Longmeadow,MA,2018-12-01,Harassment,General Antisemitism,Not Specified,Student,School Grounds,ma-east longmeadow
1346,Longmeadow,MA,2016-06-01,Performance,Nazi,Student,Not Specified,Publication,ma-longmeadow
6111,Springfield,MA,2018-06-01,Harassment,General Antisemitism,Student,Teacher,In School,ma-springfield
12200,Wilbraham,MA,2019-12-01,Cyberbullying,General Antisemitism,Student,Student,Social Media,ma-wilbraham
12200,Wilbraham,MA,2019-12-01,Cyberbullying,Nazi,Student,Student,Social Media,ma-wilbraham
53,Amherst,MA,2016-12-01,Harassment,General Antisemitism,Not Specified,Not Specified,In School,ma-amherst
7029,Amherst,MA,2018-12-01,Vandalism,Nazi,Not Specified,Student,In School,ma-amherst
6152,Acton,MA,2018-06-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ma-acton
6152,Acton,MA,2018-06-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-acton
79,Arlington,MA,2016-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-arlington
5652,Arlington,MA,2018-02-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-arlington
5652,Arlington,MA,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-arlington
6048,Arlington,MA,2018-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ma-arlington
6048,Arlington,MA,2018-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,ma-arlington
7013,Arlington,MA,2018-12-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,ma-arlington
10507,Arlington,MA,2019-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-arlington
5515,Ashland,MA,2018-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,ma-ashland
5515,Ashland,MA,2018-01-01,Harassment,Money,Student,Student,Not Specified,ma-ashland
809,Billerica,MA,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-billerica
448,Cambridge,MA,2016-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-cambridge
448,Cambridge,MA,2016-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-cambridge
10505,Cambridge,MA,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-cambridge
5649,Dracut,MA,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-dracut
924,Framingham,MA,2016-03-01,Harassment,General Antisemitism,Student,Not Specified,Not Specified,ma-framingham
924,Framingham,MA,2016-03-01,Harassment,Israel,Student,Not Specified,Not Specified,ma-framingham
924,Framingham,MA,2016-03-01,Harassment,Conspiracy,Student,Not Specified,Not Specified,ma-framingham
925,Framingham,MA,2016-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,ma-framingham
3456,Framingham,MA,2017-03-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,ma-framingham
10268,Framingham,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-framingham
9999,Framingham,MA,2019-10-01,Cyberbullying,General Antisemitism,Student,Student,Social Media,ma-framingham
6086,Lexington,MA,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-lexington
6069,Lexington,MA,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-lexington
6827,Malden,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-malden
1507,Marlborough,MA,2016-03-01,Harassment,General Antisemitism,Student,Student,In School,ma-marlborough
6828,Melrose,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-melrose
10276,Melrose,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-melrose
1690,Natick,MA,2016-01-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,ma-natick
1689,Natick,MA,2016-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-natick
1755,Newton,MA,2016-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1756,Newton,MA,2016-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1762,Newton,MA,2016-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1762,Newton,MA,2016-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-newton
1764,Newton,MA,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1765,Newton,MA,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1767,Newton,MA,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
1768,Newton,MA,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
987,Newton,MA,2016-10-01,Vandalism,General Antisemitism,Not Specified,Student,Social Media,ma-newton
987,Newton,MA,2016-10-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,ma-newton
1772,Newton,MA,2016-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-newton
1770,Newton,MA,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
3433,Newton,MA,2017-01-01,Harassment,Nazi,Student,Student,In School,ma-newton
3437,Newton,MA,2017-02-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-newton
3457,Newton,MA,2017-03-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,ma-newton
5578,Newton,MA,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
5829,Newton,MA,2018-04-01,Vandalism,Nazi,Student,Not Specified,In School,ma-newton
6082,Newton,MA,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
9514,Newton,MA,2019-01-01,Vandalism,Nazi,Student,Not Specified,School Grounds,ma-newton
10275,Newton,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-newton
10508,Newton,MA,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-newton
5686,Reading,MA,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6085,Reading,MA,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6593,Reading,MA,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6641,Reading,MA,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6620,Reading,MA,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6839,Reading,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
6838,Reading,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
7064,Reading,MA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
10335,Reading,MA,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-reading
5514,Sudbury,MA,2018-01-01,Harassment,General Antisemitism,Student,Student,In School,ma-sudbury
9513,Waltham,MA,2019-01-01,Harassment,General Antisemitism,Student,Student,School Event,ma-waltham
6462,Watertown,MA,2018-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-watertown
10273,Watertown,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-watertown
5768,Wayland,MA,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-wayland
10272,Weston,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-weston
12204,Winchester,MA,2019-12-01,Cyberbullying,Nazi,Student,Student,Social Media,ma-winchester
5566,Brookline,MA,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-brookline
7112,Brookline,MA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-brookline
9774,Brookline,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-brookline
5518,Canton,MA,2018-01-01,Performance,Nazi,Student,Not Specified,In School,ma-canton
5597,Dedham,MA,2018-01-01,Harassment,General Antisemitism,Student,Student,School Grounds,ma-dedham
10279,Foxborough,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-foxborough
3427,Franklin,MA,2017-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-franklin
9956,Medfield,MA,2019-09-01,Harassment,General Antisemitism,Student,Student,Not Specified,ma-medfield
1582,Milton,MA,2016-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-milton
1693,Needham,MA,2016-11-01,Harassment,Nazi,Student,Student,In School,ma-needham
6051,Needham,MA,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-needham
6906,Needham,MA,2018-11-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ma-needham
6906,Needham,MA,2018-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ma-needham
7129,Needham,MA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-needham
7129,Needham,MA,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ma-needham
7052,Needham,MA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-needham
7052,Needham,MA,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ma-needham
10452,Needham,MA,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-needham
10458,Needham,MA,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-needham
12226,Needham,MA,2019-12-01,Not Specified,General Antisemitism,Student,Student,In School,ma-needham
10904,Quincy,MA,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-quincy
2273,Sharon,MA,2016-10-01,Literature Dump,General Antisemitism,Not Specified,School,In School,ma-sharon
2274,Sharon,MA,2016-11-01,Vandalism,Nazi,Not Specified,Student,In School,ma-sharon
5863,Sharon,MA,2018-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-sharon
6701,Sharon,MA,2018-11-01,Harassment,General Antisemitism,Student,Student,School Event,ma-sharon
9772,Sharon,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-sharon
9772,Sharon,MA,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ma-sharon
2380,Stoughton,MA,2016-11-01,Harassment,Nazi,Student,Student,In School,ma-stoughton
3543,Stoughton,MA,2017-10-01,Vandalism,Nazi,Student,Not Specified,In School,ma-stoughton
5866,Stoughton,MA,2018-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-stoughton
6487,Stoughton,MA,2018-10-01,Harassment,General Antisemitism,Student,Student,In School,ma-stoughton
5581,Walpole,MA,2018-01-01,Vandalism,Nazi,Student,Teacher,In School,ma-walpole
2609,Wellesley,MA,2016-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-wellesley
9777,Wellesley,MA,2019-05-01,Harassment,General Antisemitism,Student,Student,In School,ma-wellesley
10337,Wellesley,MA,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-wellesley
10455,Wellesley,MA,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-wellesley
10513,Wellesley,MA,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-wellesley
10197,Westwood,MA,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-westwood
10270,Westwood,MA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-westwood
10031,Brockton,MA,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-brockton
10031,Brockton,MA,2019-01-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ma-brockton
3494,Duxbury,MA,2017-05-01,Vandalism,Nazi,Student,Not Specified,In School,ma-duxbury
5567,Hanover,MA,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-hanover
5601,Norwell,MA,2018-02-01,Cyberbullying,Nazi,Student,Student,Social Media,ma-norwell
5774,Norwell,MA,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-norwell
10456,Norwell,MA,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ma-norwell
1899,Pembroke,MA,2016-06-01,Harassment,Nazi,Not Specified,Student,Publication,ma-pembroke
468,Boston,MA,2016-03-01,Harassment,General Antisemitism,Crowd,School,School Event,ma-boston
6800,Boston,MA,2018-11-01,Vandalism,Nazi,Not Specified,Student,In School,ma-boston
6935,Boston,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boston
6934,Boston,MA,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-boston
9998,Boston,MA,2019-10-01,Harassment,General Antisemitism,Student,Student,Not Specified,ma-boston
2686,Winthrop,MA,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ma-winthrop
1774,Upton,MA,2016-04-01,Harassment,General Antisemitism,Student,Teacher,In School,ma-upton
2634,Westborough,MA,2016-06-01,Vandalism,Nazi,Student,Student,Publication,ma-westborough
3604,Annapolis,MD,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,md-annapolis
10030,Arnold,MD,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-arnold
7134,Marriottsville,MD,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-marriottsville
9512,Ellicott City,MD,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,md-ellicott city
3606,Ashton,MD,2017-03-01,Harassment,Nazi,Student,Not Specified,Not Specified,md-ashton
10135,Bethesda,MD,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-bethesda
10877,Bethesda,MD,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-bethesda
3601,Kensington,MD,2017-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-kensington
10266,Kensington,MD,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-kensington
10901,Kensington,MD,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-kensington
6663,Potomac,MD,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-potomac
3603,Rockville,MD,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,md-rockville
10029,Rockville,MD,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-rockville
9634,Silver Spring,MD,2019-03-01,Harassment,General Antisemitism,Teacher,Not Specified,In School,md-silver spring
12026,Hyattsville,MD,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,md-hyattsville
6887,Cumberland,ME,2018-11-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,me-cumberland
6887,Cumberland,ME,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,me-cumberland
3652,Grand Rapids,MI,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,mi-grand rapids
3652,Grand Rapids,MI,2017-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,mi-grand rapids
7018,Grand Rapids,MI,2018-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,mi-grand rapids
9994,Grand Rapids,MI,2019-10-01,Vandalism,Nazi,Not Specified,Student,In School,mi-grand rapids
1272,L'anse Creuse,MI,2016-03-01,Harassment,Nazi,Student,Student,Not Specified,mi-l'anse creuse
9841,Warren,MI,2019-06-01,Vandalism,Nazi,Student,Not Specified,School Grounds,mi-warren
3661,Ludington,MI,2017-11-01,Vandalism,Nazi,Not Specified,Not Specified,Social Media,mi-ludington
3661,Ludington,MI,2017-11-01,Cyberbullying,Nazi,Not Specified,Not Specified,Social Media,mi-ludington
3644,Birmingham,MI,2017-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,mi-birmingham
9843,Birmingham,MI,2019-06-01,Harassment,General Antisemitism,Student,Not Specified,Social Media,mi-birmingham
9843,Birmingham,MI,2019-06-01,Harassment,Oppression Connection,Student,Not Specified,Social Media,mi-birmingham
9842,Birmingham,MI,2019-06-01,Vandalism,Nazi,Not Specified,Student,In School,mi-birmingham
255,Bloomfield Hills,MI,2016-11-01,Harassment,General Antisemitism,Student,Student,In School,mi-bloomfield hills
256,Bloomfield Hills,MI,2016-11-01,Vandalism,Nazi,Not Specified,School,School Grounds,mi-bloomfield hills
254,Bloomfield Hills,MI,2016-11-01,Harassment,General Antisemitism,Student,Student,Not Specified,mi-bloomfield hills
6809,Bloomfield Hills,MI,2018-11-01,Harassment,General Antisemitism,Student,Student,Not Specified,mi-bloomfield hills
5771,Commerce,MI,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,mi-commerce
2535,Walled Lake,MI,2016-11-01,Harassment,Nazi,Student,Student,Not Specified,mi-walled lake
6079,West Bloomfield,MI,2018-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,mi-west bloomfield
2687,Wixom,MI,2016-04-01,Harassment,General Antisemitism,Not Specified,Student,In School,mi-wixom
3652,Grand Rapids,MI,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,mi-grand rapids
3652,Grand Rapids,MI,2017-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,mi-grand rapids
7018,Grand Rapids,MI,2018-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,mi-grand rapids
9994,Grand Rapids,MI,2019-10-01,Vandalism,Nazi,Not Specified,Student,In School,mi-grand rapids
1183,Ann Arbor,MI,2016-10-01,NA,NA,NA,NA,NA,mi-ann arbor
3648,Ann Arbor,MI,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,mi-ann arbor
6686,Ypsilanti,MI,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,mi-ypsilanti
6686,Ypsilanti,MI,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,mi-ypsilanti
760,Detroit,MI,2016-11-01,Not Specified,General Antisemitism,Not Specified,Not Specified,School Event,mi-detroit
3659,Plymouth,MI,2017-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,mi-plymouth
6432,Burnsville,MN,2018-09-01,Harassment,Nazi,Student,Not Specified,In School,mn-burnsville
6432,Burnsville,MN,2018-09-01,Performance,Nazi,Student,Not Specified,In School,mn-burnsville
9517,Eagan,MN,2019-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,mn-eagan
2091,Rosemount,MN,2016-05-01,Vandalism,Nazi,Not Specified,Student,In School,mn-rosemount
12071,Saint Paul,MN,2019-11-01,Cyberbullying,Nazi,Student,Teacher,In School,mn-saint paul
1604,Minneapolis,MN,2016-11-01,Vandalism,Nazi,Student,Student,Not Specified,mn-minneapolis
6136,Minneapolis,MN,2018-06-01,Harassment,General Antisemitism,Student,Student,In School,mn-minneapolis
6238,Minneapolis,MN,2018-07-01,Cyberbullying,General Antisemitism,Student,Not Specified,Social Media,mn-minneapolis
6238,Minneapolis,MN,2018-07-01,Cyberbullying,Nazi,Student,Not Specified,Social Media,mn-minneapolis
10411,Minneapolis,MN,2019-08-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,mn-minneapolis
10411,Minneapolis,MN,2019-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,mn-minneapolis
1618,Minnetonka,MN,2016-11-01,Harassment,Oppression Connection,Student,Not Specified,Not Specified,mn-minnetonka
1618,Minnetonka,MN,2016-11-01,Harassment,General Antisemitism,Student,Not Specified,Not Specified,mn-minnetonka
9516,Minnetonka,MN,2019-01-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,mn-minnetonka
9516,Minnetonka,MN,2019-01-01,Harassment,Nazi,Not Specified,Student,Not Specified,mn-minnetonka
9518,Minnetonka,MN,2019-01-01,Performance,Nazi,Student,Student,Social Media,mn-minnetonka
12116,Minnetonka,MN,2019-11-01,Performance,Nazi,Student,Student,In School,mn-minnetonka
12058,Minnetonka,MN,2019-11-01,Harassment,Nazi,Student,Student,In School,mn-minnetonka
12243,Minnetonka,MN,2019-12-01,Harassment,Nazi,Student,Not Specified,In School,mn-minnetonka
5634,Orono,MN,2018-02-01,Harassment,General Antisemitism,Student,Student,In School,mn-orono
5743,Orono,MN,2018-03-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,mn-orono
9569,Plymouth,MN,2019-02-01,Harassment,Nazi,Student,Student,Not Specified,mn-plymouth
12071,Saint Paul,MN,2019-11-01,Cyberbullying,Nazi,Student,Teacher,In School,mn-saint paul
9781,Wayzata,MN,2019-05-01,Harassment,Nazi,Student,Student,Not Specified,mn-wayzata
9781,Wayzata,MN,2019-05-01,Harassment,Money,Student,Student,Not Specified,mn-wayzata
11956,Maplewood,MN,2019-09-01,Harassment,General Antisemitism,Not Specified,Student,Social Media,mn-maplewood
11956,Maplewood,MN,2019-09-01,Harassment,Nazi,Not Specified,Student,Social Media,mn-maplewood
12071,Saint Paul,MN,2019-11-01,Cyberbullying,Nazi,Student,Teacher,In School,mn-saint paul
6068,Savage,MN,2018-05-01,Vandalism,Nazi,Not Specified,Student,School Grounds,mn-savage
3683,St. Cloud,MN,2017-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,mn-st. cloud
12071,Saint Paul,MN,2019-11-01,Cyberbullying,Nazi,Student,Teacher,In School,mn-saint paul
564,Clayton,MO,2016-12-01,Harassment,General Antisemitism,Student,Student,Social Media,mo-clayton
3697,Clayton,MO,2017-03-01,Vandalism,Nazi,Not Specified,Student,In School,mo-clayton
2336,St. Louis,MO,2016-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,mo-st. louis
2337,St. Louis,MO,2016-04-01,Harassment,General Antisemitism,Outsider,Not Specified,Social Media,mo-st. louis
2337,St. Louis,MO,2016-04-01,Literature Dump,General Antisemitism,Outsider,Not Specified,In School,mo-st. louis
2339,St. Louis,MO,2016-09-01,Literature Dump,General Antisemitism,Not Specified,School,In School,mo-st. louis
2339,St. Louis,MO,2016-09-01,Literature Dump,General Antisemitism,Not Specified,School,Off-Campus,mo-st. louis
3694,Town And Country,MO,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,mo-town and country
3708,Webster Groves,MO,2017-12-01,Cyberbullying,Nazi,Student,Student,Social Media,mo-webster groves
3709,Meridian,MS,2017-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ms-meridian
3709,Meridian,MS,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ms-meridian
3709,Meridian,MS,2017-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ms-meridian
10199,Missoula,MT,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,mt-missoula
95,Asheville,NC,2016-11-01,Cyberbullying,Nazi,Not Specified,Student,Social Media,nc-asheville
95,Asheville,NC,2016-11-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,nc-asheville
3717,Durham,NC,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,nc-durham
10172,Durham,NC,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nc-durham
5782,Lincolnton,NC,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nc-lincolnton
5782,Lincolnton,NC,2018-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,nc-lincolnton
5542,Charlotte,NC,2018-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,nc-charlotte
6554,Charlotte,NC,2018-10-01,Performance,Holocaust Denial,Not Specified,Not Specified,School Event,nc-charlotte
6553,Charlotte,NC,2018-10-01,Harassment,General Antisemitism,Student,Student,Not Specified,nc-charlotte
6735,Charlotte,NC,2018-11-01,Harassment,General Antisemitism,Student,Student,Not Specified,nc-charlotte
6999,Charlotte,NC,2018-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,nc-charlotte
7000,Charlotte,NC,2018-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,nc-charlotte
9969,Charlotte,NC,2019-09-01,Harassment,General Antisemitism,Not Specified,Student,In School,nc-charlotte
5892,Cornelius,NC,2018-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nc-cornelius
5871,Chapel Hill,NC,2018-04-01,Vandalism,Nazi,Student,Student,In School,nc-chapel hill
1843,Omaha,NE,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ne-omaha
6754,Lincoln,NE,2018-11-01,Vandalism,General Antisemitism,Student,Student,In School,ne-lincoln
6754,Lincoln,NE,2018-11-01,Vandalism,Nazi,Student,Student,In School,ne-lincoln
6416,Sutherland,NE,2018-09-01,Harassment,Nazi,Student,Student,Not Specified,ne-sutherland
1843,Omaha,NE,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ne-omaha
5532,Keene,NH,2018-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,nh-keene
5933,Waterville,NH,2018-05-01,Harassment,General Antisemitism,Student,Student,In School,nh-waterville
1450,Manchester,NH,2016-04-01,Harassment,General Antisemitism,Not Specified,Student,In School,nh-manchester
138,Auburn,NH,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nh-auburn
8368,Claremont,NH,2019-07-06,Literature Dump,Nazi,Outsider,Not Specified,In School,nh-claremont
8368,Claremont,NH,2019-07-06,Literature Dump,Oppression Connection,Outsider,Not Specified,In School,nh-claremont
8368,Claremont,NH,2019-07-06,Literature Dump,General Antisemitism,Outsider,Not Specified,In School,nh-claremont
