adl_id,city,state,date,Type,Nature,Perpetrator,Target,Location,cityID
8368,Claremont,NH,2019-07-06,Literature Dump,Conspiracy,Outsider,Not Specified,In School,nh-claremont
6401,Sunapee,NH,2018-09-01,Harassment,General Antisemitism,Student,Student,In School,nh-sunapee
6403,Sunapee,NH,2018-09-01,Harassment,General Antisemitism,Student,Student,Social Media,nh-sunapee
5606,Hammonton,NJ,2018-02-01,Harassment,General Antisemitism,Teacher,Student,In School,nj-hammonton
37,Allendale,NJ,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-allendale
225,Bergenfield,NJ,2016-04-01,Harassment,General Antisemitism,Student,Student,In School,nj-bergenfield
800,East Rutherford,NJ,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-east rutherford
801,East Rutherford,NJ,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-east rutherford
10287,Emerson,NJ,2019-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-emerson
10287,Emerson,NJ,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-emerson
10287,Emerson,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-emerson
10144,Englewood,NJ,2019-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-englewood
10144,Englewood,NJ,2019-03-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-englewood
10465,Fair Lawn,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-fair lawn
12008,Fair Lawn,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-fair lawn
12072,Fair Lawn,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-fair lawn
3908,Franklin Lakes,NJ,2017-09-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-franklin lakes
3955,Franklin Lakes,NJ,2017-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-franklin lakes
3975,Franklin Lakes,NJ,2017-11-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-franklin lakes
3975,Franklin Lakes,NJ,2017-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-franklin lakes
5582,Franklin Lakes,NJ,2018-01-01,Harassment,General Antisemitism,Student,Student,School Grounds,nj-franklin lakes
5582,Franklin Lakes,NJ,2018-01-01,Vandalism,Nazi,Student,Student,School Grounds,nj-franklin lakes
10288,Glen Rock,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-glen rock
10341,Glen Rock,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-glen rock
10464,Glen Rock,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-glen rock
3910,Hackensack,NJ,2017-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hackensack
7084,Hillsdale,NJ,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
7086,Hillsdale,NJ,2018-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
7086,Hillsdale,NJ,2018-09-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-hillsdale
6647,Hillsdale,NJ,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
6848,Hillsdale,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
6847,Hillsdale,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
6847,Hillsdale,NJ,2018-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-hillsdale
7081,Hillsdale,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
11643,Hillsdale,NJ,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
11799,Hillsdale,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hillsdale
11799,Hillsdale,NJ,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-hillsdale
12046,Midland Park,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-midland park
10142,Montvale,NJ,2019-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-montvale
10142,Montvale,NJ,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-montvale
10142,Montvale,NJ,2019-03-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-montvale
3476,North Arlington,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-north arlington
12232,Oakland,NJ,2019-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-oakland
12232,Oakland,NJ,2019-12-01,Harassment,Nazi,Student,Student,Not Specified,nj-oakland
3858,Oradell,NJ,2017-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-oradell
3858,Oradell,NJ,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-oradell
11715,Ridgefield Park,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-ridgefield park
7616,Ridgewood,NJ,2018-12-01,Harassment,General Antisemitism,Student,Not Specified,In School,nj-ridgewood
7079,Ridgewood,NJ,2018-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-ridgewood
7079,Ridgewood,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-ridgewood
10520,Ridgewood,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-ridgewood
6395,Teaneck,NJ,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-teaneck
6395,Teaneck,NJ,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-teaneck
11808,Teaneck,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-teaneck
3870,Tenafly,NJ,2018-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-tenafly
11724,Tenafly,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-tenafly
12241,Upper Saddle River,NJ,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-upper saddle river
12177,Upper Saddle River,NJ,2019-12-01,Vandalism,Nazi,Student,Not Specified,School Grounds,nj-upper saddle river
6539,Woodcliff Lake,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-woodcliff lake
6539,Woodcliff Lake,NJ,2018-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-woodcliff lake
12032,Wyckoff,NJ,2019-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-wyckoff
12032,Wyckoff,NJ,2019-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-wyckoff
7644,Evesham,NJ,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-evesham
11677,Evesham,NJ,2019-02-01,Vandalism,Nazi,Not Specified,Student,In School,nj-evesham
11699,Medford,NJ,2019-03-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-medford
5531,Moorestown,NJ,2018-01-01,Harassment,General Antisemitism,Teacher,Student,In School,nj-moorestown
7656,Mount Holly,NJ,2018-03-01,Harassment,General Antisemitism,Not Specified,Not Specified,Social Media,nj-mount holly
5602,North Hanover,NJ,2018-02-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-north hanover
11726,Westampton,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westampton
11743,Westampton,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westampton
11966,Westampton,NJ,2019-09-01,Vandalism,Nazi,Student,School,In School,nj-westampton
517,Cherry Hill,NJ,2016-11-01,Harassment,Nazi,Student,Student,In School,nj-cherry hill
517,Cherry Hill,NJ,2016-11-01,Harassment,General Antisemitism,Student,Student,In School,nj-cherry hill
516,Cherry Hill,NJ,2016-11-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nj-cherry hill
518,Cherry Hill,NJ,2016-12-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nj-cherry hill
518,Cherry Hill,NJ,2016-12-01,Harassment,Oppression Connection,Not Specified,Student,Not Specified,nj-cherry hill
6538,Cherry Hill,NJ,2018-10-01,Cyberbullying,General Antisemitism,Student,Student,Social Media,nj-cherry hill
11750,Cherry Hill,NJ,2019-05-01,Vandalism,Nazi,Student,Not Specified,In School,nj-cherry hill
11917,Cherry Hill,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-cherry hill
11960,Cherry Hill,NJ,2019-09-01,Vandalism,Nazi,Student,Not Specified,In School,nj-cherry hill
605,Collingswood,NJ,2016-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-collingswood
6612,Haddonfield,NJ,2018-10-01,Vandalism,Nazi,Student,Not Specified,In School,nj-haddonfield
11931,Voorhees,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-voorhees
11931,Voorhees,NJ,2019-09-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-voorhees
10522,Voorhees,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-voorhees
11972,Voorhees,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-voorhees
12233,Voorhees,NJ,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-voorhees
3856,Caldwell,NJ,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-caldwell
3871,Caldwell,NJ,2017-06-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,nj-caldwell
3871,Caldwell,NJ,2017-06-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-caldwell
3871,Caldwell,NJ,2017-06-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,nj-caldwell
4265,East Orange,NJ,2018-04-01,Vandalism,Nazi,Student,Not Specified,In School,nj-east orange
11961,Glen Ridge,NJ,2019-09-01,Harassment,General Antisemitism,Student,Student,In School,nj-glen ridge
11961,Glen Ridge,NJ,2019-09-01,Harassment,Nazi,Student,Student,In School,nj-glen ridge
1329,Livingston,NJ,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-livingston
6854,Livingston,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-livingston
11741,Livingston,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-livingston
7075,Millburn,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-millburn
7075,Millburn,NJ,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-millburn
3931,Montclair,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-montclair
10848,Montclair,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-montclair
12188,Montclair,NJ,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-montclair
3932,North Caldwell,NJ,2017-10-01,Cyberbullying,General Antisemitism,Student,Not Specified,Social Media,nj-north caldwell
11639,North Caldwell,NJ,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-north caldwell
3809,South Orange Village,NJ,2018-07-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-south orange village
11657,South Orange Village,NJ,2019-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-south orange village
11646,Verona,NJ,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-verona
11918,Verona,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-verona
11918,Verona,NJ,2019-09-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,nj-verona
976,Glassboro,NJ,2016-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-glassboro
977,Glassboro,NJ,2016-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-glassboro
977,Glassboro,NJ,2016-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-glassboro
5528,Sewell,NJ,2018-01-01,Harassment,General Antisemitism,Student,Student,Social Media,nj-sewell
5528,Sewell,NJ,2018-01-01,Harassment,Nazi,Student,Student,Social Media,nj-sewell
4923,North Bergen,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-north bergen
11984,Alexandria,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-alexandria
11886,Tewksbury,NJ,2019-08-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-tewksbury
11886,Tewksbury,NJ,2019-08-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-tewksbury
11886,Tewksbury,NJ,2019-08-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-tewksbury
11886,Tewksbury,NJ,2019-08-01,Vandalism,Conspiracy,Not Specified,Not Specified,In School,nj-tewksbury
11638,Hamilton (Mercer County),NJ,2019-01-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-hamilton (mercer county)
11638,Hamilton (Mercer County),NJ,2019-01-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-hamilton (mercer county)
5704,Robbinsville,NJ,2018-03-01,Performance,Nazi,Student,Student,In School,nj-robbinsville
786,East Brunswick,NJ,2016-09-01,Harassment,General Antisemitism,Student,Not Specified,In School,nj-east brunswick
3802,East Brunswick,NJ,2017-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-east brunswick
3799,East Brunswick,NJ,2017-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-east brunswick
3841,East Brunswick,NJ,2017-05-01,Harassment,General Antisemitism,Not Specified,Student,In School,nj-east brunswick
3841,East Brunswick,NJ,2017-05-01,Harassment,Nazi,Not Specified,Student,In School,nj-east brunswick
3847,East Brunswick,NJ,2017-05-01,Vandalism,Nazi,Student,Student,In School,nj-east brunswick
3851,East Brunswick,NJ,2017-05-01,Harassment,Nazi,Not Specified,Not Specified,In School,nj-east brunswick
3851,East Brunswick,NJ,2017-05-01,Harassment,Oppression Connection,Not Specified,Not Specified,In School,nj-east brunswick
3852,East Brunswick,NJ,2017-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-east brunswick
3867,East Brunswick,NJ,2017-06-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,nj-east brunswick
12054,Edison,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-edison
9712,Highland Park,NJ,2019-04-01,Harassment,General Antisemitism,Student,Not Specified,In School,nj-highland park
9712,Highland Park,NJ,2019-04-01,Harassment,Oppression Connection,Student,Not Specified,In School,nj-highland park
9712,Highland Park,NJ,2019-04-01,Harassment,Holocaust Denial,Student,Not Specified,In School,nj-highland park
1705,New Brunswick,NJ,2016-02-01,Harassment,General Antisemitism,Not Specified,Student,In School,nj-new brunswick
1780,North Brunswick,NJ,2016-05-01,Harassment,Nazi,Student,Not Specified,In School,nj-north brunswick
11644,Old Bridge,NJ,2019-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-old bridge
11913,Old Bridge,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-old bridge
10286,Aberdeen,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-aberdeen
11826,Aberdeen,NJ,2019-06-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-aberdeen
11826,Aberdeen,NJ,2019-06-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-aberdeen
11826,Aberdeen,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-aberdeen
11924,Aberdeen,NJ,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-aberdeen
11792,Hazlet,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hazlet
12202,Hazlet,NJ,2019-12-01,Performance,Nazi,Student,Student,In School,nj-hazlet
5804,Highlands,NJ,2018-04-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Trip,nj-highlands
5805,Highlands,NJ,2018-05-01,Harassment,General Antisemitism,Student,Student,In School,nj-highlands
1076,Holmdel,NJ,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-holmdel
1075,Holmdel,NJ,2016-10-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-holmdel
1077,Holmdel,NJ,2016-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-holmdel
11694,Holmdel,NJ,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-holmdel
11701,Holmdel,NJ,2019-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-holmdel
1109,Howell,NJ,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-howell
3877,Howell,NJ,2018-04-01,Harassment,Nazi,Student,Student,In School,nj-howell
3835,Loch Arbour Village,NJ,2017-04-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,nj-loch arbour village
7655,Loch Arbour Village,NJ,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-loch arbour village
7652,Loch Arbour Village,NJ,2018-03-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-loch arbour village
1448,Manalapan,NJ,2016-12-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nj-manalapan
3834,Manalapan,NJ,2017-04-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,nj-manalapan
11759,Tinton Falls,NJ,2019-05-01,Vandalism,Nazi,Student,Not Specified,In School,nj-tinton falls
11927,Chatham,NJ,2019-09-01,Harassment,General Antisemitism,Student,Student,In School,nj-chatham
3865,East Hanover,NJ,2017-06-01,Cyberbullying,General Antisemitism,Student,Not Specified,In School,nj-east hanover
1024,Hanover,NJ,2016-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-hanover
3818,Hanover,NJ,2018-05-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nj-hanover
3818,Hanover,NJ,2018-05-01,Harassment,Nazi,Not Specified,Student,Not Specified,nj-hanover
12024,Hanover,NJ,2019-10-01,Vandalism,Nazi,Student,Not Specified,In School,nj-hanover
11722,Jefferson,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-jefferson
12122,Jefferson,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-jefferson
12122,Jefferson,NJ,2019-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-jefferson
12100,Jefferson,NJ,2019-11-01,Performance,Nazi,Student,Student,In School,nj-jefferson
12100,Jefferson,NJ,2019-11-01,Vandalism,Oppression Connection,Not Specified,School,In School,nj-jefferson
12092,Jefferson,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-jefferson
1437,Madison,NJ,2016-12-01,Harassment,General Antisemitism,Student,Student,In School,nj-madison
1437,Madison,NJ,2016-12-01,Harassment,Nazi,Student,Student,In School,nj-madison
5692,Mendham,NJ,2018-03-01,Performance,Nazi,Student,Not Specified,In School,nj-mendham
12035,Mount Olive,NJ,2019-10-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,nj-mount olive
12035,Mount Olive,NJ,2019-10-01,Cyberbullying,Oppression Connection,Not Specified,Student,Social Media,nj-mount olive
3950,Mountain Lakes,NJ,2017-10-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nj-mountain lakes
11670,Pequannock,NJ,2019-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-pequannock
11817,Randolph,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-randolph
7639,Rockaway,NJ,2018-01-01,Harassment,General Antisemitism,Student,Student,In School,nj-rockaway
7639,Rockaway,NJ,2018-01-01,Performance,Nazi,Student,Student,In School,nj-rockaway
7651,Rockaway,NJ,2018-02-01,Not Specified,Nazi,Not Specified,Student,School Grounds,nj-rockaway
12084,Roxbury,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-roxbury
1260,Brick,NJ,2016-06-01,Harassment,General Antisemitism,Not Specified,Student,In School,nj-brick
1262,Lakewood,NJ,2016-07-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-lakewood
1265,Lakewood,NJ,2016-08-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-lakewood
1263,Lakewood,NJ,2016-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-lakewood
11815,Lakewood,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Teacher,In School,nj-lakewood
12221,Lakewood,NJ,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-lakewood
12221,Lakewood,NJ,2019-12-01,Vandalism,Holocaust Denial,Not Specified,Not Specified,In School,nj-lakewood
1815,Ocean,NJ,2016-06-01,Vandalism,Nazi,Student,Student,In School,nj-ocean
12057,Plumsted,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-plumsted
3936,Toms River,NJ,2017-10-01,Harassment,Money,Student,Student,Not Specified,nj-toms river
10088,Wanaque,NJ,2019-02-01,Vandalism,Nazi,Student,Student,In School,nj-wanaque
10088,Wanaque,NJ,2019-02-01,Harassment,Nazi,Student,Student,In School,nj-wanaque
10203,Wanaque,NJ,2019-04-01,Vandalism,General Antisemitism,Not Specified,Student,In School,nj-wanaque
10203,Wanaque,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Student,In School,nj-wanaque
12120,Wanaque,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-wanaque
5848,Warren,NJ,2018-04-01,Harassment,Nazi,Student,Not Specified,In School,nj-warren
2313,Sparta,NJ,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-sparta
2356,Stanhope,NJ,2018-11-01,Vandalism,Nazi,Student,Student,In School,nj-stanhope
10143,Sussex,NJ,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-sussex
9573,Cranford,NJ,2019-02-01,Harassment,General Antisemitism,Student,Student,Not Specified,nj-cranford
9785,Cranford,NJ,2019-05-01,Harassment,General Antisemitism,Student,Student,In School,nj-cranford
11833,Cranford,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Student,Publication,nj-cranford
11834,Cranford,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Student,Publication,nj-cranford
12075,Cranford,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-cranford
11977,Mountainside,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,nj-mountainside
12015,Rahway,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-rahway
6542,Scotch Plains,NJ,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-scotch plains
6542,Scotch Plains,NJ,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-scotch plains
6542,Scotch Plains,NJ,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-scotch plains
6544,Scotch Plains,NJ,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,nj-scotch plains
6544,Scotch Plains,NJ,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-scotch plains
6544,Scotch Plains,NJ,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-scotch plains
7088,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7085,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7082,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7082,Summit,NJ,2018-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-summit
7080,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
6852,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
6851,Summit,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7077,Summit,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7078,Summit,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7076,Summit,NJ,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
7076,Summit,NJ,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-summit
10035,Summit,NJ,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
9714,Summit,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
10206,Summit,NJ,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
10284,Summit,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
12094,Summit,NJ,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-summit
6648,Westfield,NJ,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westfield
6933,Westfield,NJ,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westfield
6933,Westfield,NJ,2018-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,nj-westfield
9787,Westfield,NJ,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westfield
11809,Westfield,NJ,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westfield
10518,Westfield,NJ,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nj-westfield
11980,Blairstown,NJ,2019-10-01,Performance,Nazi,Not Specified,Not Specified,In School,nj-blairstown
14,Albuquerque,NM,2016-04-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,nm-albuquerque
18,Albuquerque,NM,2016-11-01,Harassment,General Antisemitism,Student,Student,In School,nm-albuquerque
4015,Albuquerque,NM,2017-06-01,Harassment,Nazi,Student,Not Specified,In School,nm-albuquerque
4017,Albuquerque,NM,2017-10-01,Vandalism,Nazi,Not Specified,Student,School Grounds,nm-albuquerque
5793,Albuquerque,NM,2018-04-01,Harassment,General Antisemitism,Student,Student,Not Specified,nm-albuquerque
10466,Albuquerque,NM,2019-09-01,Vandalism,Nazi,Not Specified,Student,In School,nm-albuquerque
4023,Las Vegas,NV,2017-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,nv-las vegas
9783,Las Vegas,NV,2019-05-01,Harassment,General Antisemitism,Student,Student,In School,nv-las vegas
9783,Las Vegas,NV,2019-05-01,Harassment,Nazi,Student,Student,In School,nv-las vegas
10539,Ravena,NY,2019-10-01,Vandalism,General Antisemitism,Student,Not Specified,In School,ny-ravena
10539,Ravena,NY,2019-10-01,Vandalism,Oppression Connection,Student,Not Specified,In School,ny-ravena
10539,Ravena,NY,2019-10-01,Vandalism,Nazi,Student,Not Specified,In School,ny-ravena
4196,Bronx,NY,2017-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-bronx
10357,Bronx,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-bronx
10533,Bronx,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-bronx
11993,Bronx,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-bronx
